;artista;musica;letra;selecionado
180;Legião Urbana;Quase Sem Querer;"Tenho andado distraído
Impaciente e indeciso
E ainda estou confuso
Só que agora é diferente
Estou tão tranquilo e tão contente

Quantas chances desperdicei
Quando o que eu mais queria
Era provar pra todo o mundo
Que eu não precisava provar nada pra ninguém

Me fiz em mil pedaços
Pra você juntar
E queria sempre achar
Explicação pro que eu sentia

Como um anjo caído
Fiz questão de esquecer
Que mentir pra si mesmo
É sempre a pior mentira

Mas não sou mais tão criança
A ponto de saber tudo

Já não me preocupo se eu não sei por quê
Às vezes o que eu vejo quase ninguém vê
E eu sei que você sabe quase sem querer
Que eu vejo o mesmo que você

Tão correto e tão bonito
O infinito é realmente
Um dos deuses mais lindos

Sei que às vezes uso
Palavras repetidas
Mas quais são as palavras
Que nunca são ditas?

Me disseram que você
Estava chorando
E foi então que percebi
Como lhe quero tanto

Já não me preocupo se eu não sei porquê
Às vezes o que eu vejo quase ninguém vê
E eu sei que você sabe quase sem querer
Que eu quero o mesmo que você";1
181;Legião Urbana;Será;"Tire suas mãos de mim
Eu não pertenço a você
Não é me dominando assim
Que você vai me entender

Eu posso estar sozinho
Mas eu sei muito bem aonde estou
Você pode até duvidar
Acho que isso não é amor

Será só imaginação?
Será que nada vai acontecer?
Será que é tudo isso em vão?
Será que vamos conseguir vencer?

Nos perderemos entre monstros
Da nossa própria criação?
Serão noites inteiras
Talvez por medo da escuridão

Ficaremos acordados
Imaginando alguma solução
Pra que esse nosso egoísmo
Não destrua nosso coração?

Será só imaginação?
Será que nada vai acontecer?
Será que é tudo isso em vão?
Será que vamos conseguir vencer?

Brigar pra quê, se é sem querer
Quem é que vai nos proteger?
Será que vamos ter que responder
Pelos erros a mais, eu e você?";1
182;Legião Urbana;Índios;"Quem me dera ao menos uma vez
Ter de volta todo o ouro que entreguei a quem
Conseguiu me convencer que era prova de amizade
Se alguém levasse embora até o que eu não tinha

Quem me dera ao menos uma vez
Esquecer que acreditei que era por brincadeira
Que se cortava sempre um pano-de-chão
De linho nobre e pura seda

Quem me dera ao menos uma vez
Explicar o que ninguém consegue entender:
O que aconteceu ainda está por vir
E o futuro não é mais como era antigamente

Quem me dera ao menos uma vez
Provar que quem tem mais do que precisa ter
Quase sempre se convence que não tem o bastante
E fala demais por não ter nada a dizer

Quem me dera ao menos uma vez
Que o mais simples fosse visto como o mais importante
Mas nos deram espelhos
E vimos um mundo doente

Quem me dera ao menos uma vez
Entender como um só deus ao mesmo tempo é três
E esse mesmo deus foi morto por vocês
Sua maldade então, deixaram deus tão triste

Eu quis o perigo e até sangrei sozinho, entenda
Assim pude trazer você de volta pra mim
Quando descobri que é sempre só você
Que me entende do inicio ao fim
E é só você que tem a cura pro meu vício
De insistir nessa saudade que eu sinto
De tudo o que eu ainda não vi

Quem me dera ao menos uma vez
Acreditar por um instante em tudo que existe
E acreditar que o mundo é perfeito
E que todas as pessoas são felizes

Quem me dera ao menos uma vez
Fazer com que o mundo saiba que seu nome
Está em tudo e mesmo assim
Ninguém lhe diz ao menos obrigado

Quem me dera ao menos uma vez
Como a mais bela tribo
Dos mais belos índios
Não ser atacado por ser inocente

Eu quis o perigo e até sangrei sozinho, entenda
Assim pude trazer você de volta pra mim
Quando descobri que é sempre só você
Que me entende do início ao fim
E é só você que tem a cura pro meu vício
De insistir nessa saudade que eu sinto
De tudo o que eu ainda não vi

Nos deram espelhos
E vimos um mundo doente
Tentei chorar e não consegui";1
183;Legião Urbana;Perfeição;"Vamos celebrar a estupidez humana
A estupidez de todas as nações
O meu país e sua corja de assassinos
Covardes, estupradores e ladrões
Vamos celebrar a estupidez do povo
Nossa polícia e televisão
Vamos celebrar nosso governo
E nosso Estado, que não é nação
Celebrar a juventude sem escola
As crianças mortas
Celebrar nossa desunião
Vamos celebrar Eros e Thanatos
Persephone e Hades
Vamos celebrar nossa tristeza
Vamos celebrar nossa vaidade

Vamos comemorar como idiotas
A cada fevereiro e feriado
Todos os mortos nas estradas
Os mortos por falta de hospitais
Vamos celebrar nossa justiça
A ganância e a difamação
Vamos celebrar os preconceitos
O voto dos analfabetos
Comemorar a água podre
E todos os impostos
Queimadas, mentiras e sequestros
Nosso castelo de cartas marcadas
O trabalho escravo
Nosso pequeno universo
Toda hipocrisia e toda a afetação
Todo roubo e toda a indiferença
Vamos celebrar epidemias
É a festa da torcida campeã

Vamos celebrar a fome
Não ter a quem ouvir
Não se ter a quem amar
Vamos alimentar o que é maldade
Vamos machucar um coração
Vamos celebrar nossa bandeira
Nosso passado de absurdos gloriosos
Tudo o que é gratuito e feio
Tudo que é normal
Vamos cantar juntos o Hino Nacional
(A lágrima é verdadeira)
Vamos celebrar nossa saudade
E comemorar a nossa solidão.

Vamos festejar a inveja
A intolerância e a incompreensão
Vamos festejar a violência
E esquecer a nossa gente
Que trabalhou honestamente a vida inteira
E agora não tem mais direito a nada
Vamos celebrar a aberração
De toda a nossa falta de bom senso
Nosso descaso por educação
Vamos celebrar o horror
De tudo isso - com festa, velório e caixão
Está tudo morto e enterrado agora
Já que também podemos celebrar
A estupidez de quem cantou esta canção

Venha, meu coração está com pressa
Quando a esperança está dispersa
Só a verdade me liberta
Chega de maldade e ilusão

Venha, o amor tem sempre a porta aberta
E vem chegando a primavera
Nosso futuro recomeça
Venha, que o que vem é perfeição";1
184;Legião Urbana;Vento No Litoral;"De tarde quero descansar
Chegar até a praia e ver
Se o vento ainda está forte
Vai ser bom subir nas pedras
Sei que faço isso pra esquecer
Eu deixo a onda me acertar
E o vento vai levando tudo embora

Agora está tão longe
Ver a linha do horizonte me distrai
Dos nossos planos é que tenho mais saudade
Quando olhávamos juntos na mesma direção
Aonde está você agora
Além de aqui dentro de mim?

Agimos certo sem querer
Foi só o tempo que errou
Vai ser difícil eu sem você
Porque você está comigo o tempo todo
E quando eu vejo o mar
Existe algo que diz que a vida continua
E se entregar é uma bobagem

Já que você não está aqui
O que posso fazer é cuidar de mim
Quero ser feliz ao menos
Lembra que o plano era ficarmos bem?

Olha só o que eu achei
Cavalos-marinhos

Sei que faço isso pra esquecer
Eu deixo a onda me acertar
E o vento vai levando tudo embora";1
185;Legião Urbana;Há Tempos;"Parece cocaína mas é só tristeza, talvez tua cidade
Muitos temores nascem do cansaço e da solidão
Descompasso e desperdício
Herdeiros são a glória da virtude que perdemos
Há tempos tive um sonho
Não me lembro, não me lembro

Tua tristeza é tão exata
E hoje o dia é tão bonito
Já estamos acostumados
A não termos mais nem isso
Os sonhos vêm e os sonhos vão
O resto é imperfeito

Disseste que se tua voz tivesse força igual
À imensa dor que sentes
Teu grito acordaria não só a tua casa
Mas a vizinhança inteira

E há tempos nem os santos têm ao certo a medida da maldade
Há tempos são os jovens que adoecem
Há tempos o encanto está ausente
E há ferrugem nos sorrisos
E só o acaso estende os braços
A quem procura abrigo e proteção

Meu amor, disciplina é liberdade
Compaixão é fortaleza
Ter bondade é ter coragem
Lá em casa tem um poço
Mas a água é muito limpa";1
186;Legião Urbana;Daniel na Cova dos Leões;"Aquele gosto amargo do teu corpo
Ficou na minha boca por mais tempo
De amargo então salgado ficou doce,
Assim que o teu cheiro forte e lento
Fez casa nos meus braços e ainda leve
Forte, cego e tenso fez saber
Que ainda era muito e muito pouco.

Faço nosso o meu segredo mais sincero
E desafio o instinto dissonante.
A insegurança não me ataca quando erro
E o teu momento passa a ser o meu instante.
E o teu medo de ter medo de ter medo
Não faz da minha força confusão
Teu corpo é meu espelho e em ti navego
E eu sei que a tua correnteza não tem direção.

Mas, tão certo quanto o erro de ser barco
A motor e insistir em usar os remos,
É o mal que a água faz quando se afoga
E o salva-vidas não está lá porque
Não vemos";1
187;Legião Urbana;Eduardo E Mônica;"Quem um dia irá dizer que existe razão
Nas coisas feitas pelo coração? E quem irá dizer
Que não existe razão?

Eduardo abriu os olhos mas não quis se levantar
Ficou deitado e viu que horas eram
Enquanto Mônica tomava um conhaque
No outro canto da cidade
Como eles disseram

Eduardo e Mônica um dia se encontraram sem querer
E conversaram muito mesmo pra tentar se conhecer
Foi um carinha do cursinho do Eduardo que disse
- Tem uma festa legal e a gente quer se divertir
Festa estranha, com gente esquisita
- Eu não estou legal, não aguento mais birita
E a Mônica riu e quis saber um pouco mais
Sobre o boyzinho que tentava impressionar
E o Eduardo, meio tonto, só pensava em ir pra casa
- É quase duas, eu vou me ferrar

Eduardo e Mônica trocaram telefone
Depois telefonaram e decidiram se encontrar
O Eduardo sugeriu uma lanchonete
Mas a Mônica queria ver o filme do Godard
Se encontraram então no parque da cidade
A Mônica de moto e o Eduardo de camelo
O Eduardo achou estranho e melhor não comentar
Mas a menina tinha tinta no cabelo

Eduardo e Mônica eram nada parecidos
Ela era de Leão e ele tinha dezesseis
Ela fazia Medicina e falava alemão
E ele ainda nas aulinhas de inglês
Ela gostava do Bandeira e do Bauhaus
De Van Gogh e dos Mutantes
Do Caetano e de Rimbaud
E o Eduardo gostava de novela
E jogava futebol-de-botão com seu avô
Ela falava coisas sobre o Planalto Central
Também magia e meditação
E o Eduardo ainda estava
No esquema ""escola, cinema, clube, televisão""

E, mesmo com tudo diferente
Veio mesmo, de repente
Uma vontade de se ver
E os dois se encontravam todo dia
E a vontade crescia
Como tinha de ser

Eduardo e Mônica fizeram natação, fotografia
Teatro e artesanato e foram viajar
A Mônica explicava pro Eduardo
Coisas sobre o céu, a terra, a água e o ar
Ele aprendeu a beber, deixou o cabelo crescer
E decidiu trabalhar
E ela se formou no mesmo mês
Em que ele passou no vestibular
E os dois comemoraram juntos
E também brigaram juntos, muitas vezes depois
E todo mundo diz que ele completa ela e vice-versa
Que nem feijão com arroz

Construíram uma casa uns dois anos atrás
Mais ou menos quando os gêmeos vieram
Batalharam grana e seguraram legal
A barra mais pesada que tiveram

Eduardo e Mônica voltaram pra Brasília
E a nossa amizade dá saudade no verão
Só que nessas férias não vão viajar
Porque o filhinho do Eduardo
Tá de recuperação

E quem um dia irá dizer que existe razão
Nas coisas feitas pelo coração? E quem irá dizer
Que não existe razão?";1
188;Legião Urbana;Ainda É Cedo;"Uma menina me ensinou
Quase tudo que eu sei
Era quase escravidão
Mas ela me tratava como um rei

Ela fazia muitos planos
Eu só queria estar ali
Sempre ao lado dela
Eu não tinha aonde ir

Mas egoísta que eu sou
Me esqueci de ajudar
A ela como ela me ajudou
E não quis me separar

Ela também estava perdida
E por isso se agarrava a mim também
E eu me agarrava a ela
Porque eu não tinha mais ninguém

E eu dizia: ""Ainda é cedo
Cedo, cedo, cedo, cedo""
E eu dizia: ""Ainda é cedo
Cedo, cedo, cedo, cedo""

Sei que ela terminou
O que eu não comecei
E o que ela descobriu
Eu aprendi também, eu sei

Ela falou: ""Você tem medo""
Aí eu disse: ""Quem tem medo é você""
Falamos o que não devia
Nunca ser dito por ninguém

Ela me disse ""Eu não sei
Mais o que eu sinto por você
Vamos dar um tempo
Um dia a gente se vê""

E eu dizia: ""Ainda é cedo
Cedo, cedo, cedo, cedo""
E eu dizia: ""Ainda é cedo
Cedo, cedo, cedo, cedo""";1
189;Legião Urbana;O Teatro Dos Vampiros;"Sempre precisei
De um pouco de atenção
Acho que não sei quem sou
Só sei do que não gosto
E nesses dias tão estranhos
Fica a poeira se escondendo pelos cantos

Esse é o nosso mundo
O que é demais nunca é o bastante
E a primeira vez
É sempre a última chance

Ninguém vê onde chegamos
Os assassinos estão livres
Nós não estamos

Vamos sair
Mas não temos mais dinheiro
Os meus amigos todos estão
Procurando emprego

Voltamos a viver
Como há dez anos atrás
E a cada hora que passa envelhecemos dez semanas

Vamos lá tudo bem
Eu só quero me divertir
Esquecer dessa noite
Ter um lugar legal pra ir

Já entregamos o alvo e a artilharia
Comparamos nossas vidas
Esperamos que um dia
Nossas vidas possam se encontrar

Quando me vi tendo de viver
Comigo apenas e com o mundo
Você me veio como um sonho bom
E me assustei

Não sou perfeito
Eu não esqueço
A riqueza que nós temos
Ninguém consegue perceber
E de pensar nisso tudo
Eu, homem feito
Tive medo e não consegui dormir

Vamos sair
Mas não temos mais dinheiro
Os meus amigos todos estão
Procurando emprego

Voltamos a viver
Como há dez anos atrás
E a cada hora que passa envelhecemos dez semanas

Vamos lá tudo bem
Eu só quero me divertir
Esquecer dessa noite
Ter um lugar legal pra ir

Já entregamos o alvo e a artilharia
Comparamos nossas vidas
E mesmo assim
Não tenho pena de ninguém.";1
190;Legião Urbana;Giz;"E mesmo sem te ver
Acho até que estou indo bem
Só apareço por assim dizer
Quando convém aparecer
Ou quando quero
Quando quero

Desenho toda a calçada
Acaba o giz, tem tijolo de construção
Eu rabisco o sol que a chuva apagou
Quero que saibas que me lembro
Queria até que pudesses me ver
És, parte ainda do que me faz forte
Pra ser honesto só um pouquinho infeliz

Mas tudo bem, tudo bem...
Lá vem, lá vem, lá vem de novo
Acho que estou gostando de alguém
E é de ti que não esquecerei

Tudo bem, tudo bem...
Eu rabisco o sol que a chuva apagou
Acho que estou gostando de alguém";1
191;Legião Urbana;Que País é Esse?;"Nas favelas, no Senado
Sujeira pra todo lado
Ninguém respeita a Constituição
Mas todos acreditam no futuro da nação

Que país é esse?
Que país é esse?
Que país é esse?

No Amazonas, no Araguaia
Na Baixada Fluminense
Mato Grosso, Minas Gerais
E no Nordeste tudo em paz

Na morte eu descanso
Mas o sangue anda solto
Manchando os papéis, documentos fiéis
Ao descanso do patrão

Que país é esse?
Que país é esse?
Que país é esse?
Que país é esse?

Terceiro Mundo se for piada no exterior
Mas o Brasil vai ficar rico
Vamos faturar um milhão
Quando vendermos todas as almas
Dos nossos índios num leilão

Que país é esse?
Que país é esse?
Que país é esse?
Que país é esse?";1
192;Legião Urbana;Metal Contra As Nuvens;"Não sou escravo de ninguém
Ninguém, senhor do meu domínio!
Sei o que devo defender
E por valor eu tenho
E temo o que agora se desfaz

Viajamos sete léguas
Por entre abismos e florestas
Por Deus nunca me vi tão só
É a própria fé o que destrói
Estes são dias desleais

Eu sou metal
Raio, relâmpago e trovão
Eu sou metal
Eu sou o ouro em seu brasão
Eu sou metal
Quem sabe o sopro do dragão

Reconheço meu pesar
Quando tudo é traição
O que venho encontrar
É a virtude em outras mãos.

Minha terra é a terra que é minha
E sempre será
Minha terra
Tem a lua, tem estrelas
E sempre terá

Quase acreditei na tua promessa
E o que vejo é fome e destruição
Perdi a minha sela e a minha espada
Perdi o meu castelo e minha princesa

Quase acreditei, quase acreditei
E, por honra, se existir verdade
Existem os tolos e existe o ladrão
E há quem se alimente do que é roubo.
Mas vou guardar o meu tesouro
Caso você esteja mentindo.

Olha o sopro do dragão (4x)

É a verdade o que assombra
O descaso que condena
A estupidez o que destrói
Eu vejo tudo que se foi
E o que não existe mais

Tenho os sentidos já dormentes
O corpo quer, a alma entende
Esta é a terra-de-ninguém
Sei que devo resistir
Eu quero a espada em minhas mãos

Eu sou metal: raio, relâmpago e trovão
Eu sou metal: eu sou o ouro em seu brasão
Eu sou metal: quem sabe o sopro do dragão

Não me entrego sem lutar
Tenho ainda coração
Não aprendi a me render
Que caia o inimigo então

Tudo passa
Tudo passará (3x)

E nossa história
Não estará
Pelo avesso assim
Sem final feliz
Teremos coisas bonitas pra contar
E até lá
Vamos viver
Temos muito ainda por fazer
Não olhe pra trás
Apenas começamos
O mundo começa agora, ahh!
Apenas começamos.";1
193;Legião Urbana;O Mundo Anda Tão Complicado;"Gosto de ver você dormir
 Que nem criança com a boca aberta
 O telefone chega sexta-feira
 Aperto o passo por causa da garoa
 Me empresta um par de meias
 A gente chega na sessão das dez
 Hoje eu acordo ao meio-dia
 Amanhã é a sua vez

 Vem cá, meu bem, que é bom lhe ver
 O mundo anda tão complicado
 Que hoje eu quero fazer tudo por você.
 
Temos que consertar o despertador
 E separar todas as ferramentas
 Porque a mudança grande chegou
 Com o fogão e a geladeira e a televisão
 Não precisamos dormir no chão
 Até que é bom, mas a cama chegou na terça
 E na quinta chegou o som

 Sempre faço mil coisas ao mesmo tempo
 E até que é fácil acostumar-se com meu jeito
 Agora que temos nossa casa
 é a chave que sempre esqueço
 
 Vamos chamar nossos amigos
 A gente faz uma feijoada
 Esquece um pouco do trabalho
 E fica de bate-papo
 Temos a semana inteira pela frente
 Você me conta como foi seu dia
 E a gente diz um pro outro:
 ""Estou com sono, vamos dormir!""

 Vem cá, meu bem, que é bom lhe ver
 O mundo anda tão complicado
 Que hoje eu quero fazer tudo por você

 Quero ouvir uma canção de amor
 Que fale da minha situação
 De quem deixou a segurança do seu mundo

 Por amor (2x)";1
194;Legião Urbana;A Via Láctea;"Quando tudo está perdido
Sempre existe um caminho
Quando tudo está perdido
Sempre existe uma luz

Mas não me diga isso

Hoje a tristeza não é passageira
Hoje fiquei com febre a tarde inteira
E quando chegar a noite
Cada estrela parecerá uma lágrima

Queria ser como os outros
E rir das desgraças da vida
Ou fingir estar sempre bem
Ver a leveza das coisas com humor

Mas não me diga isso
É só hoje e isso passa
Só me deixe aqui quieto
Isso passa
Amanhã é um outro dia
Não é?

Eu nem sei por que me sinto assim
Vem de repente um anjo triste perto de mim
E essa febre que não passa
E meu sorriso sem graça
Não me dê atenção
Mas obrigado por pensar em mim

Quando tudo está perdido
Sempre existe uma luz
Quando tudo está perdido
Sempre existe um caminho

Quando tudo está perdido
Eu me sinto tão sozinho
Quando tudo está perdido
Não quero mais ser quem eu sou

Mas não me diga isso
Não me dê atenção
E obrigado por pensar em mim";1
195;Legião Urbana;Geração Coca-Cola;"Quando nascemos fomos programados
A receber o que vocês
Nos empurraram com os enlatados dos Usa, de 9 às 6

Desde pequenos nós comemos lixo
Comercial e industrial
Mas agora chegou nossa vez
Vamos cuspir de volta o lixo em cima de vocês

Somos os filhos da revolução
Somos burgueses sem religião
Somos o futuro da nação
Geração Coca-Cola
Geração Coca-Cola
Geração Coca-Cola
Geração Coca-Cola

Depois de vinte anos na escola
Não é difícil aprender
Todas as manhas do seu jogo sujo
Não é assim que tem que ser?

Vamos fazer nosso dever de casa
E aí então, vocês vão ver
Suas crianças derrubando reis
Fazer comédia no cinema com as suas leis

Somos os filhos da revolução
Somos burgueses sem religião
Somos o futuro da nação
Geração Coca-Cola
Geração Coca-Cola
Geração Coca-Cola
Geração Coca-Cola

Depois de vinte anos na escola
Não é difícil aprender
Todas as manhas do seu jogo sujo
Não é assim que tem que ser?

Vamos fazer nosso dever de casa
E aí então, vocês vão ver
Suas crianças derrubando reis
Fazer comédia no cinema com as suas leis

Somos os filhos da revolução
Somos burgueses sem religião
Somos o futuro da nação
Geração Coca-Cola
Geração Coca-Cola
Geração Coca-Cola
Geração Coca-Cola";1
196;Legião Urbana;Hoje a Noite Não Tem Luar;"Ela passou do meu lado
""Oi, amor"" - eu lhe falei -
""Você está tão sozinha""
Ela então sorriu pra mim

Foi assim que a conheci
Naquele dia junto ao mar
As ondas vinham beijar a praia
O sol brilhava de tanta emoção
Um rosto lindo como o verão
E um beijo aconteceu

Nos encontramos à noite
Passeamos por aí
E num lugar escondido
Outro beijo lhe pedi

Lua de prata no céu
O brilho das estrelas no chão
Tenho certeza que não sonhava
A noite linda continuava
E a voz tão doce que me falava:
""O mundo pertence a nós""

E hoje a noite não tem luar
E eu estou sem ela
Já não sei onde procurar
Não sei onde ela está

Hoje a noite não tem luar 
E eu estou sem ela
Já não sei onde procurar
Onde está meu amor?";1
197;Legião Urbana;Fábrica;"Nosso dia vai chegar
Teremos nossa vez
Não é pedir demais:
Quero justiça
Quero trabalhar em paz
Não é muito o que lhe peço
Eu quero um trabalho honesto
Em vez de escravidão

Deve haver algum lugar
Onde o mais forte não
Consegue escravizar
Quem não tem chance

De onde vem a indiferença
Temperada a ferro e fogo?
Quem guarda os portões da fábrica?

O céu já foi azul, mas agora é cinza
O que era verde aqui já não existe mais
Quem me dera acreditar
Que não acontece nada
De tanto brincar com fogo

Que venha o fogo então

Esse ar deixou minha vista cansada
Nada demais (x4)";1
198;Legião Urbana;Eu Sei;"Sexo verbal não faz meu estilo
Palavras são erros, e os erros são seus
Não quero lembrar que eu erro também
Um dia pretendo tentar descobrir
Porque é mais forte quem sabe mentir
Não quero lembrar que eu minto também

Eu sei
Eu sei

Feche a porta do seu quarto
Porque se toca o telefone pode ser alguém
Com quem você quer falar
Por horas e horas e horas

A noite acabou, talvez tenhamos que fugir sem você
Mas não, não vá agora, quero honras e promessas
Lembranças e histórias
Somos pássaro novo longe do ninho

Eu sei
Eu sei";1
199;Legião Urbana;Química;"Estou trancado em casa e não posso sair
Papai já disse, tenho que passar
Nem música eu não posso mais ouvir
E assim não posso nem me concentrar
Não saco nada de Física
Literatura ou Gramática
Só gosto de Educação Sexual
E eu odeio Química
Não posso nem tentar me divertir
O tempo inteiro eu tenho que estudar
Fico só pensando se vou conseguir
Passar na porra do vestibular
Não saco nada de Física
Literatura ou Gramática
Só gosto de Educação Sexual
E eu odeio Química Química Química 
Chegou a nova leva de aprendizes
Chegou a vez do nosso ritual
E se você quiser entrar na tribo
Aqui no nosso Belsen tropical
Ter carro do ano, TV a cores, pagar imposto, ter pistolão
Ter filho na escola, férias na Europa, conta bancária, comprar feijão
Ser responsável, cristão convicto, cidadão modelo, burguês padrão 
Você tem que passar no vestibular
Você tem que passar no vestibular (2x)

(Refrão)

(Refrão)";1
200;Roupa Nova;A Paz (Heal the World);"É preciso pensar um pouco nas pessoas que ainda vêm
Nas crianças
A gente tem que arrumar um jeito de achar pra eles 
um lugar melhor
Para os nossos filhos e pros filhos de nossos filhos
Pense bem

Deve haver um lugar dentro do seu coração
Onde a paz brilhe mais que uma lembrança
Sem a luz que ela traz já nem se consegue mais
Encontrar o caminho da esperança
Sinta
Chega o tempo de enxugar o pranto dos homens
Se fazendo irmão, estendendo a mão

Só o amor muda o que já se fez
E a força da paz junta todos outra vez
Venha
Já é hora de acender a chama da vida
E fazer a terra inteira feliz

Se você for capaz de soltar a sua voz
Pelo ar como prece de criança
Deve então começar, outros vão te acompanhar
E cantar com harmonia e esperança
Deixe que esse canto lave o pranto do mundo
Pra trazer perdão e dividir o pão

Só o amor muda o que já se fez
E a força da paz junta todos outra vez
Venha
Já é hora de acender a chama da vida
E fazer a terra inteira feliz

Quanta dor e sofrimento em volta a gente ainda tem 
(ainda tem)
Pra manter a fé e o sonho dos que ainda vem 
(ainda vem)
A lição pro futuro vem da alma e do coração
Pra buscar a paz, não olhar pra trás, com amor

Se você começar outros vão te acompanhar
E cantar com harmonia e esperança
Deixe que esse canto lave o pranto do mundo
Pra trazer perdão e dividir o pão

Só o amor muda o que já se fez
E a força da paz junta todos outra vez
Venha
Já é hora de acender a chama da vida
E fazer a terra inteira feliz

Só o amor muda o que já se fez
E a força da paz junta todos outra vez
Venha
Já é hora de acender a chama da vida
E fazer a terra inteira feliz

Só o amor muda o que já se fez
E a força da paz junta todos outra vez
Venha
Já é hora de acender a chama da vida
E fazer a terra inteira feliz
Venha
Já é hora de acender a chama da vida
E fazer a terra inteira feliz
Inteira feliz
A terra inteira feliz (um lugar no mundo)
Inteira feliz (o lugar em que a gente vive)
A terra inteira feliz (um lugar no mundo)";1
201;Roupa Nova;Natal Todo Dia;"Um clima de sonho se espalha no ar 
Pessoas se olham com brilho no olhar
A gente já sente chegando o Natal 
É tempo de amor, todo mundo é igual
Os velhos amigos irão se abraçar
Os desconhecidos irão se falar
E quem for criança vai olhar pro céu
Fazendo um pedido pro velho Noel

Se a gente é capaz de espalhar alegria
Se a gente é capaz de toda essa magia
Eu tenho certeza que a gente podia
Fazer com que fosse Natal todo dia

Um jeito mais manso de ser e falar
Mais calma, mais tempo pra gente se dar
Me diz por que só no Natal é assim?
Que bom se ele nunca tivesse mais fim
Que o Natal comece no seu coração
Que seja pra todos sem ter distinção
Um gesto, um sorriso, um abraço, o que for
O melhor presente é sempre o amor

Se a gente é capaz de espalhar alegria ... 
Natal todo dia ... (todo dia é Natal)

CORO INFANTIL: Os velhos amigos irão se abraçar
Os desconhecidos irão se falar Eu tenho certeza que a gente podia
Fazer com que fosse Natal todo dia
Que o Natal comece no seu coração
Que seja pra todos sem ter distinção
Eu tenho certeza que a gente podia
Fazer com que fosse Natal todo dia";1
202;Roupa Nova;Dona;"Dona desses traiçoeiros
Sonhos sempre verdadeiros
Oh Dona desses animais
Dona dos seus ideais

Pelas ruas onde andas
Onde mandas todos nós
Somos sempre mensageiros
Esperando tua voz
Teus desejos, uma ordem
Nada é nunca, nunca é não
Por que tens essa certeza
Dentro do teu coração

Tã, tã, tã, batem na porta
Não precisa ver quem é
Pra sentir a impaciência
Do teu pulso de mulher
Um olhar me atira à cama
Um beijo me faz amar
Não levanto, não me escondo
Porque sei que és minha dona

Dona desses traiçoeiros
Sonhos sempre verdadeiros
Oh Dona desses animais
Dona dos seus ideais

Não há pedra em teu caminho
Não há ondas no teu mar
Não há vento ou tempestade
Que te impeçam de voar
Entre a cobra e o passarinho
Entre a pomba e o gavião
Ou teu ódio ou teu carinho
Nos carregam pela mão

É a moça da cantiga
A mulher da criação
Umas vezes nossa amiga
Outras nossa perdição
O poder que nos levanta
A força que nos faz cair
Qual de nós ainda não sabe
Que isso tudo te faz dona
Dona";1
203;Roupa Nova;A Força do Amor;"Abriu minha visão o jeito que o amor
Tocando o pé no chão alcança as estrelas
Tem poder de mover as montanhas
Quando quer acontecer
Derruba as barreiras
Para o amor não existem fronteiras
Tem a presa quando quer
Não tem hora de chegar
E não vai embora
Chamou minha atenção
A força do amor
Que é livre pra voar
Durar para sempre
Quer voar
Navegar outros mares
Dá um tempo sem se ver
Mas não se separa
A saudade vem,
Quando vê não tem volta
Mesmo quando eu quis morrer
De ciúme de você
Você me fez falta
Sei, não é questão de aceitar
Sim, não sou mais um a negar
A gente não pode impedir
Se a vida cansou de ensinar
Sei que o amor nos dá asas
Mas volta pra casa
Sei, não é questão de aceitar
Sim, não há nada que eu possa fazer
A gente não pode impedir
Se a vida cansou de ensinar
Sei que o amor nos dá asas
Mas volta pra casa";1
204;Roupa Nova;Coração Pirata;"O meu coração pirata
Toma tudo pela frente
Mas a alma adivinha
O preço que cobram da gente
E fica sozinha
Eu levo a vida como eu quero
Estou sempre com a razão
Eu jamais me desespero
Sou dono do meu coração
Ah! O espelho me disse
Você não mudou
Sou amante do sucesso
Nele eu mando nunca peço
Eu compro o que a infância sonhou
Se errar eu não confesso
Eu sei bem quem eu sou
E nunca me dou

Quando a paixão não dá certo (não há porque me culpar)
Eu não me permito chorar (já não vai adiantar)
E recomeço do zero
Sem reclamar

Quando a paixão não dá certo (não há porque me culpar)
Eu não me permito chorar (já não vai adiantar)
E recomeço do nada
Sem reclamar

As pessoas se convencem
De que a sorte me ajudou
Plantei cada semente
Que o meu coração desejou
Ah! O espelho me disse
Você não mudou
Sou amante do sucesso
Nele eu mando nunca peço
Eu compro o que a infância sonhou
Se errar eu não confesso
Eu sei bem quem eu sou
E nunca me dou

Quando a paixão não dá certo (não há porque me culpar)
Eu não me permito chorar (já não vai adiantar)
E recomeço do zero
Sem reclamar

Quando a paixão não dá certo (não há porque me culpar)
Eu não me permito chorar (já não vai adiantar)
E recomeço do nada
Sem reclamar

Faço porque  quero
Estou sempre com a razão
Eu jamais me desespero
Sou dono do meu coração
Ah! O espelho me disse
Você não mudou
Você não mudou";1
